indicator_id,indicator_name,iso3,country_name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,9999
149206,Government expenditure on education (% of GDP),SVN,Slovenia,,,,,,4.9,,,,,,,,,,5.6,,,,5.6,5.6,5.6,5.4,5.3,,,,5.3
149206,Government expenditure on education (% of GDP),SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
149206,Government expenditure on education (% of GDP),ZAF,South Africa,5.1,,,,,,,,,,5.4,,,,,5.1,,,,5.7,6,6.4,6,6,,5.9,,5.9
149206,Government expenditure on education (% of GDP),SSD,South Sudan,,,,,,,,,,,,,,,,,,,,,0.8,,1.2,1.7,1.5,1.8,,1.8
149206,Government expenditure on education (% of GDP),ESP,Spain,3.6,,,,,4.4,,,,,4.2,,,,,4.1,,,,4.8,4.9,4.4,4.3,4.3,,,,4.3
149206,Government expenditure on education (% of GDP),LKA,Sri Lanka,2.4,,,,,3,,,,,,,,,,,,,,1.7,1.8,1.5,1.6,1.9,2.2,3.5,,3.5
149206,Government expenditure on education (% of GDP),SDN,Sudan,,,,,,,,,,,1,,,,,1.6,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),SWE,Sweden,5.3,,,,,6.2,,,,,6.8,,,,,6.6,,,,6.6,6.5,7.7,7.7,7.7,,,,7.7
149206,Government expenditure on education (% of GDP),CHE,Switzerland,4.5,,,,,5.1,,,,,4.8,,,,,5.2,,,,4.9,5,5,5,5.1,,,,5.1
149206,Government expenditure on education (% of GDP),SYR,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),TJK,Tajikistan,,,,,,2.1,,,,,2.3,,,,,3.5,,,,4,3.9,4,,,5.2,,,5.2
149206,Government expenditure on education (% of GDP),TZA,Tanzania (United Republic of),2.1,,,,,,,,,,,,,,,4.6,,,,4.6,,,,3.5,,,,3.5
149206,Government expenditure on education (% of GDP),THA,Thailand,,,,,,3.1,,,,,5.3,,,,,3.9,,,,3.5,4.8,4.5,4.1,,,,,4.1
149206,Government expenditure on education (% of GDP),MKD,The former Yugoslav Republic of Macedonia,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),TGO,Togo,,,,,,,,,,,4.5,,,,,3.4,,,,4.4,4.4,4.7,4.7,4.9,5.2,5.1,,5.1
149206,Government expenditure on education (% of GDP),TON,Tonga,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),TTO,Trinidad and Tobago,3.7,,,,,3.6,,,,,2.8,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),TUN,Tunisia,5.8,,,,,6.4,,,,,6.2,,,,,6.5,,,,6.3,,6.3,,,6.6,,,6.6
149206,Government expenditure on education (% of GDP),TUR,Turkey,,,,,,2.3,,,,,2.5,,,,,,,,,,,4.4,4.4,4.4,,,,4.4
149206,Government expenditure on education (% of GDP),TKM,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3
149206,Government expenditure on education (% of GDP),TUV,Tuvalu,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),UGA,Uganda,,,,,,,,,,,2.5,,,,,,,,,2.4,3,2.5,2.2,2.3,,,,2.3
149206,Government expenditure on education (% of GDP),UKR,Ukraine,,,,,,,,,,,4.2,,,,,6.1,,,,,6.2,6.7,6.7,5.9,,,,5.9
149206,Government expenditure on education (% of GDP),GBR,United Kingdom,4.1,,,,,4.8,,,,,4.1,,,,,5,,,,5.8,5.7,,5.6,5.7,5.6,,,5.6
149206,Government expenditure on education (% of GDP),USA,United States,,,,,,,,,,,,,,,,,,,,5.4,5.2,5.2,4.9,5,,,,5
149206,Government expenditure on education (% of GDP),URY,Uruguay,,,,,,2.5,,,,,2.4,,,,,2.7,,,,,4.4,,,,,,,
149206,Government expenditure on education (% of GDP),VUT,Vanuatu,,,,,,,,,,,7,,,,,,,,,,,,,4.9,5.5,,,5.5
149206,Government expenditure on education (% of GDP),VEN,Venezuela (Bolivarian Republic of),2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,5.1,4.8,5.5,5.7,,,,,5.7
149206,Government expenditure on education (% of GDP),YEM,Yemen,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),ZMB,Zambia,,,,,,1.8,,,,,1.8,,,,,1.7,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),ZWE,Zimbabwe,12.5,,,,,,,,,,,,,,,,,,,1.8,,7.3,7.4,7.5,,,,7.5
